file,site,year,month,day,time,nu1_label,img_type
konza_2012_12_20_121148.jpg,konza,2012,12,20,121148,1,or_img
konza_2012_12_21_120104.jpg,konza,2012,12,21,120104,1,or_img
konza_2013_03_24_120118.jpg,konza,2013,03,24,120118,1,or_img
konza_2014_06_22_120105.jpg,konza,2014,06,22,120105,0,or_img
konza_2014_06_20_120105.jpg,konza,2014,06,20,120105,0,or_img
konza_2013_07_29_120114.jpg,konza,2013,07,29,120114,0,or_img
konza_2015_06_30_120138.jpg,konza,2015,06,30,120138,0,or_img
konza_2015_07_19_120105.jpg,konza,2015,07,19,120105,0,or_img
konza_2013_06_27_120113.jpg,konza,2013,06,27,120113,0,or_img
konza_2014_06_22_120105.jpg,konza,2014,06,22,120105,0,eh_img
konza_2014_06_20_120105.jpg,konza,2014,06,20,120105,0,eh_img
konza_2013_07_29_120114.jpg,konza,2013,07,29,120114,0,eh_img
konza_2015_06_30_120138.jpg,konza,2015,06,30,120138,0,eh_img
konza_2015_07_19_120105.jpg,konza,2015,07,19,120105,0,eh_img
konza_2013_06_27_120113.jpg,konza,2013,06,27,120113,0,eh_img
