file,site,year,month,day,time,nu1_label,img_type
NEON.D19.DEJU.DP1.00033_2016_12_21_120006.jpg,NEON.D19.DEJU.DP1.00033,2016,12,21,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2016_12_22_120006.jpg,NEON.D19.DEJU.DP1.00033,2016,12,22,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2016_12_23_120006.jpg,NEON.D19.DEJU.DP1.00033,2016,12,23,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2016_12_24_120005.jpg,NEON.D19.DEJU.DP1.00033,2016,12,24,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2016_12_25_120006.jpg,NEON.D19.DEJU.DP1.00033,2016,12,25,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2016_12_26_120006.jpg,NEON.D19.DEJU.DP1.00033,2016,12,26,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2016_12_27_120006.jpg,NEON.D19.DEJU.DP1.00033,2016,12,27,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2016_12_28_120006.jpg,NEON.D19.DEJU.DP1.00033,2016,12,28,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2016_12_29_120006.jpg,NEON.D19.DEJU.DP1.00033,2016,12,29,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2016_12_30_120005.jpg,NEON.D19.DEJU.DP1.00033,2016,12,30,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_04_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,04,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_05_120005.jpg,NEON.D19.DEJU.DP1.00033,2017,01,05,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_06_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,06,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_07_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,07,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_08_120005.jpg,NEON.D19.DEJU.DP1.00033,2017,01,08,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_09_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,09,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_11_120005.jpg,NEON.D19.DEJU.DP1.00033,2017,01,11,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_12_120005.jpg,NEON.D19.DEJU.DP1.00033,2017,01,12,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_13_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,13,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_14_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,14,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_15_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,15,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_16_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,16,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_17_120005.jpg,NEON.D19.DEJU.DP1.00033,2017,01,17,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_18_120005.jpg,NEON.D19.DEJU.DP1.00033,2017,01,18,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_19_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,19,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_20_120005.jpg,NEON.D19.DEJU.DP1.00033,2017,01,20,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_21_120005.jpg,NEON.D19.DEJU.DP1.00033,2017,01,21,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_22_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,22,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_23_120005.jpg,NEON.D19.DEJU.DP1.00033,2017,01,23,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_24_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,24,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_25_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,25,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_28_120005.jpg,NEON.D19.DEJU.DP1.00033,2017,01,28,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_01_29_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,01,29,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_02_10_120005.jpg,NEON.D19.DEJU.DP1.00033,2017,02,10,120005,1,or_img
NEON.D19.DEJU.DP1.00033_2017_02_12_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,02,12,120006,1,or_img
NEON.D19.DEJU.DP1.00033_2017_02_13_120006.jpg,NEON.D19.DEJU.DP1.00033,2017,02,13,120006,1,or_img
