file,site,year,month,day,time,nu1_label,img_type
willowcreek_2013_01_09_120111.jpg,willowcreek,2013,01,09,120111,1,or_img
willowcreek_2013_11_07_123110.jpg,willowcreek,2013,11,07,123110,1,or_img
willowcreek_2013_12_16_120114.jpg,willowcreek,2013,12,16,120114,1,or_img
willowcreek_2013_12_17_120111.jpg,willowcreek,2013,12,17,120111,1,or_img
willowcreek_2013_12_27_120114.jpg,willowcreek,2013,12,27,120114,1,or_img
willowcreek_2015_01_19_120111.jpg,willowcreek,2015,01,19,120111,1,or_img
willowcreek_2015_01_26_120110.jpg,willowcreek,2015,01,26,120110,1,or_img
willowcreek_2015_02_14_120114.jpg,willowcreek,2015,02,14,120114,1,or_img
willowcreek_2016_01_07_120111.jpg,willowcreek,2016,01,07,120111,1,or_img
willowcreek_2016_12_20_120110.jpg,willowcreek,2016,12,20,120110,1,or_img
willowcreek_2013_06_21_123115.jpg,willowcreek,2013,06,21,123115,0,or_img
willowcreek_2014_06_14_120110.jpg,willowcreek,2014,06,14,120110,0,or_img
willowcreek_2014_06_02_120110.jpg,willowcreek,2014,06,02,120110,0,or_img
willowcreek_2013_06_04_120111.jpg,willowcreek,2013,06,04,120111,0,or_img
willowcreek_2014_06_19_120114.jpg,willowcreek,2014,06,19,120114,0,or_img
willowcreek_2013_07_08_123113.jpg,willowcreek,2013,07,08,123113,0,or_img
willowcreek_2015_06_17_120110.jpg,willowcreek,2015,06,17,120110,0,or_img
willowcreek_2012_06_19_120113.jpg,willowcreek,2012,06,19,120113,0,or_img
willowcreek_2014_06_09_120118.jpg,willowcreek,2014,06,09,120118,0,or_img
willowcreek_2015_06_13_120110.jpg,willowcreek,2015,06,13,120110,0,or_img
willowcreek_2016_06_05_123110.jpg,willowcreek,2016,06,05,123110,0,or_img
willowcreek_2014_06_08_120111.jpg,willowcreek,2014,06,08,120111,0,or_img
willowcreek_2014_06_22_120111.jpg,willowcreek,2014,06,22,120111,0,or_img
willowcreek_2016_06_14_120110.jpg,willowcreek,2016,06,14,120110,0,or_img
willowcreek_2014_07_06_120110.jpg,willowcreek,2014,07,06,120110,0,or_img
willowcreek_2016_06_18_120110.jpg,willowcreek,2016,06,18,120110,0,or_img
willowcreek_2014_06_20_120110.jpg,willowcreek,2014,06,20,120110,0,or_img
willowcreek_2016_07_06_120107.jpg,willowcreek,2016,07,06,120107,0,or_img
willowcreek_2016_07_10_120923.jpg,willowcreek,2016,07,10,120923,0,or_img
willowcreek_2015_06_11_120109.jpg,willowcreek,2015,06,11,120109,0,or_img
willowcreek_2013_06_21_123115.jpg,willowcreek,2013,06,21,123115,0,eh_img
willowcreek_2014_06_14_120110.jpg,willowcreek,2014,06,14,120110,0,eh_img
willowcreek_2014_06_02_120110.jpg,willowcreek,2014,06,02,120110,0,eh_img
willowcreek_2013_06_04_120111.jpg,willowcreek,2013,06,04,120111,0,eh_img
willowcreek_2014_06_19_120114.jpg,willowcreek,2014,06,19,120114,0,eh_img
willowcreek_2013_07_08_123113.jpg,willowcreek,2013,07,08,123113,0,eh_img
willowcreek_2015_06_17_120110.jpg,willowcreek,2015,06,17,120110,0,eh_img
willowcreek_2012_06_19_120113.jpg,willowcreek,2012,06,19,120113,0,eh_img
willowcreek_2014_06_09_120118.jpg,willowcreek,2014,06,09,120118,0,eh_img
willowcreek_2015_06_13_120110.jpg,willowcreek,2015,06,13,120110,0,eh_img
willowcreek_2016_06_05_123110.jpg,willowcreek,2016,06,05,123110,0,eh_img
willowcreek_2014_06_08_120111.jpg,willowcreek,2014,06,08,120111,0,eh_img
willowcreek_2014_06_22_120111.jpg,willowcreek,2014,06,22,120111,0,eh_img
willowcreek_2016_06_14_120110.jpg,willowcreek,2016,06,14,120110,0,eh_img
willowcreek_2014_07_06_120110.jpg,willowcreek,2014,07,06,120110,0,eh_img
willowcreek_2016_06_18_120110.jpg,willowcreek,2016,06,18,120110,0,eh_img
willowcreek_2014_06_20_120110.jpg,willowcreek,2014,06,20,120110,0,eh_img
willowcreek_2016_07_06_120107.jpg,willowcreek,2016,07,06,120107,0,eh_img
willowcreek_2016_07_10_120923.jpg,willowcreek,2016,07,10,120923,0,eh_img
willowcreek_2015_06_11_120109.jpg,willowcreek,2015,06,11,120109,0,eh_img
