file,site,year,month,day,time,nu1_label,img_type
arsmnswanlake1_2015_11_19_120009.jpg,arsmnswanlake1,2015,11,19,120009,1,or_img
arsmnswanlake1_2015_11_20_120009.jpg,arsmnswanlake1,2015,11,20,120009,1,or_img
arsmnswanlake1_2015_11_22_120009.jpg,arsmnswanlake1,2015,11,22,120009,1,or_img
arsmnswanlake1_2015_12_01_120008.jpg,arsmnswanlake1,2015,12,01,120008,1,or_img
arsmnswanlake1_2015_12_02_120009.jpg,arsmnswanlake1,2015,12,02,120009,1,or_img
arsmnswanlake1_2015_12_03_120010.jpg,arsmnswanlake1,2015,12,03,120010,1,or_img
arsmnswanlake1_2015_12_04_120009.jpg,arsmnswanlake1,2015,12,04,120009,1,or_img
arsmnswanlake1_2015_12_06_120009.jpg,arsmnswanlake1,2015,12,06,120009,1,or_img
arsmnswanlake1_2015_12_07_120009.jpg,arsmnswanlake1,2015,12,07,120009,1,or_img
arsmnswanlake1_2015_12_08_120009.jpg,arsmnswanlake1,2015,12,08,120009,1,or_img
arsmnswanlake1_2015_12_09_120009.jpg,arsmnswanlake1,2015,12,09,120009,1,or_img
arsmnswanlake1_2015_12_10_120009.jpg,arsmnswanlake1,2015,12,10,120009,1,or_img
arsmnswanlake1_2015_12_16_120010.jpg,arsmnswanlake1,2015,12,16,120010,1,or_img
arsmnswanlake1_2015_12_17_120009.jpg,arsmnswanlake1,2015,12,17,120009,1,or_img
arsmnswanlake1_2015_12_18_120009.jpg,arsmnswanlake1,2015,12,18,120009,1,or_img
arsmnswanlake1_2015_12_19_120009.jpg,arsmnswanlake1,2015,12,19,120009,1,or_img
arsmnswanlake1_2015_12_20_120006.jpg,arsmnswanlake1,2015,12,20,120006,1,or_img
arsmnswanlake1_2015_12_21_120009.jpg,arsmnswanlake1,2015,12,21,120009,1,or_img
arsmnswanlake1_2015_12_22_120009.jpg,arsmnswanlake1,2015,12,22,120009,1,or_img
arsmnswanlake1_2015_12_23_120009.jpg,arsmnswanlake1,2015,12,23,120009,1,or_img
arsmnswanlake1_2015_12_24_120009.jpg,arsmnswanlake1,2015,12,24,120009,1,or_img
arsmnswanlake1_2015_12_25_120009.jpg,arsmnswanlake1,2015,12,25,120009,1,or_img
arsmnswanlake1_2015_12_26_120009.jpg,arsmnswanlake1,2015,12,26,120009,1,or_img
arsmnswanlake1_2015_12_27_120009.jpg,arsmnswanlake1,2015,12,27,120009,1,or_img
arsmnswanlake1_2015_12_28_120009.jpg,arsmnswanlake1,2015,12,28,120009,1,or_img
arsmnswanlake1_2015_12_29_120009.jpg,arsmnswanlake1,2015,12,29,120009,1,or_img
arsmnswanlake1_2015_12_30_120009.jpg,arsmnswanlake1,2015,12,30,120009,1,or_img
arsmnswanlake1_2015_12_31_120009.jpg,arsmnswanlake1,2015,12,31,120009,1,or_img
arsmnswanlake1_2016_01_01_120009.jpg,arsmnswanlake1,2016,01,01,120009,1,or_img
arsmnswanlake1_2016_01_02_120009.jpg,arsmnswanlake1,2016,01,02,120009,1,or_img
arsmnswanlake1_2016_01_03_120009.jpg,arsmnswanlake1,2016,01,03,120009,1,or_img
arsmnswanlake1_2016_01_04_120008.jpg,arsmnswanlake1,2016,01,04,120008,1,or_img
arsmnswanlake1_2016_01_05_120009.jpg,arsmnswanlake1,2016,01,05,120009,1,or_img
arsmnswanlake1_2016_01_06_120009.jpg,arsmnswanlake1,2016,01,06,120009,1,or_img
arsmnswanlake1_2016_01_07_120007.jpg,arsmnswanlake1,2016,01,07,120007,1,or_img
arsmnswanlake1_2016_01_08_120009.jpg,arsmnswanlake1,2016,01,08,120009,1,or_img
arsmnswanlake1_2016_01_09_120009.jpg,arsmnswanlake1,2016,01,09,120009,1,or_img
