site,year,month,day,time,snow_ratio_singlesvm,img_type,file,GBCC,GBCC_r,GCC,fog,kmeans,snow_es
arsmnswanlake1,2015,12,2,120009,69.44226425410012,or_img,arsmnswanlake1_2015_12_02_120009.jpg,-0.037309918915377605,0.9515931985576456,0.30804253488027944,0.0,91.67377087757319,91.67377087757319
arsmnswanlake1,2015,12,3,120010,60.65300497553099,or_img,arsmnswanlake1_2015_12_03_120010.jpg,-0.038578696183055254,0.9771852670173446,0.306698688708687,0.0,89.5227802100404,89.5227802100404
arsmnswanlake1,2015,12,4,120009,71.85887021205542,or_img,arsmnswanlake1_2015_12_04_120009.jpg,-0.03335198795724073,0.9374430195315308,0.3097880930412262,0.0,91.32854145500815,91.32854145500815
arsmnswanlake1,2015,12,6,120009,74.88829362255574,or_img,arsmnswanlake1_2015_12_06_120009.jpg,-0.020795075594893624,0.8488740588975486,0.3100926674526736,0.0,81.79499572338246,81.79499572338246
arsmnswanlake1,2015,12,9,120009,61.08123036948003,or_img,arsmnswanlake1_2015_12_09_120009.jpg,-0.012306298635175046,0.7840301096420464,0.3093822889172425,0.0,73.66730874642265,73.66730874642265
arsmnswanlake1,2015,12,18,120009,76.75365978415411,or_img,arsmnswanlake1_2015_12_18_120009.jpg,-0.042037470436430295,0.9811800646213115,0.30660209266748417,0.0,77.8478256887327,77.8478256887327
arsmnswanlake1,2015,12,19,120009,75.90383176477053,or_img,arsmnswanlake1_2015_12_19_120009.jpg,-0.03645372634741457,0.9875125586009331,0.3051757051932699,0.0,72.24792263479095,75.90383176477053
arsmnswanlake1,2015,12,20,120006,34.256340596302806,or_img,arsmnswanlake1_2015_12_20_120006.jpg,-0.04431221071907604,0.9933870951832745,0.3073266118966369,0.0,85.58533296320981,85.58533296320981
arsmnswanlake1,2015,12,23,120009,66.5399416350911,or_img,arsmnswanlake1_2015_12_23_120009.jpg,-0.03652269401705149,0.9849494062758481,0.3083294396153221,0.0,79.4933722996366,79.4933722996366
arsmnswanlake1,2015,12,27,120009,52.06383785208117,or_img,arsmnswanlake1_2015_12_27_120009.jpg,-0.04798382972124092,0.9981554885137239,0.30958891628771457,0.0,91.33995516244806,91.33995516244806
arsmnswanlake1,2016,1,1,120009,57.36092538394444,or_img,arsmnswanlake1_2016_01_01_120009.jpg,-0.04230975456807321,0.9968971624959665,0.3107384069885799,0.0,59.818254322765554,57.36092538394444
arsmnswanlake1,2016,1,2,120009,85.7472385168944,or_img,arsmnswanlake1_2016_01_02_120009.jpg,-0.03110914380739467,0.9790960061887658,0.3126155319493425,0.0,72.07023516464626,85.7472385168944
arsmnswanlake1,2016,1,3,120009,68.55312235353466,or_img,arsmnswanlake1_2016_01_03_120009.jpg,-0.04267470140785229,0.9917595850483251,0.30348899835525267,0.0,78.61296681711154,78.61296681711154
arsmnswanlake1,2016,1,4,120008,83.78534902694621,or_img,arsmnswanlake1_2016_01_04_120008.jpg,-0.03377670174040835,0.986568461812694,0.3114275542540766,0.0,79.68670077627301,83.78534902694621
arsmnswanlake1,2016,1,5,120009,78.73316302015154,or_img,arsmnswanlake1_2016_01_05_120009.jpg,-0.03564935437454662,0.9921315873648849,0.30718567104583455,0.0,71.02736048856303,78.73316302015154
arsmnswanlake1,2016,1,6,120009,69.90501259030567,or_img,arsmnswanlake1_2016_01_06_120009.jpg,-0.037892263602789376,0.9829174845316082,0.30707222547978086,0.0,82.63580550478883,82.63580550478883
arsmnswanlake1,2016,1,10,120009,71.96976635718141,or_img,arsmnswanlake1_2016_01_10_120009.jpg,-0.03946785231369176,0.9933462312924404,0.30806044691755075,0.0,75.020748992846,75.020748992846
arsmnswanlake1,2016,1,11,120009,31.07233895047437,or_img,arsmnswanlake1_2016_01_11_120009.jpg,-0.04648613687594046,0.998361217067579,0.3065273135568291,0.0,75.78208555207821,75.78208555207821
arsmnswanlake1,2016,1,12,120009,59.28533282229985,or_img,arsmnswanlake1_2016_01_12_120009.jpg,-0.043289668426539016,0.9987924015708644,0.30924443967200244,0.0,76.96671565636568,76.96671565636568
