file,site,year,month,day,time,nu1_label,img_type
usmpj_2013_11_22_123104.jpg,usmpj,2013,11,22,123104,1,or_img
usmpj_2013_11_23_113105.jpg,usmpj,2013,11,23,113105,1,or_img
usmpj_2013_11_24_120103.jpg,usmpj,2013,11,24,120103,1,or_img
usmpj_2013_11_25_120106.jpg,usmpj,2013,11,25,120106,1,or_img
usmpj_2013_12_07_120105.jpg,usmpj,2013,12,07,120105,1,or_img
usmpj_2014_11_16_120108.jpg,usmpj,2014,11,16,120108,1,or_img
usmpj_2014_12_14_120107.jpg,usmpj,2014,12,14,120107,1,or_img
usmpj_2014_12_30_120107.jpg,usmpj,2014,12,30,120107,1,or_img
usmpj_2014_12_31_120106.jpg,usmpj,2014,12,31,120106,1,or_img
usmpj_2015_01_01_120107.jpg,usmpj,2015,01,01,120107,1,or_img
usmpj_2015_01_02_120108.jpg,usmpj,2015,01,02,120108,1,or_img
usmpj_2015_01_07_120105.jpg,usmpj,2015,01,07,120105,1,or_img
usmpj_2015_01_09_120107.jpg,usmpj,2015,01,09,120107,1,or_img
usmpj_2015_01_13_120106.jpg,usmpj,2015,01,13,120106,1,or_img
usmpj_2015_01_14_120108.jpg,usmpj,2015,01,14,120108,1,or_img
usmpj_2015_01_22_120110.jpg,usmpj,2015,01,22,120110,1,or_img
usmpj_2015_01_30_120128.jpg,usmpj,2015,01,30,120128,1,or_img
usmpj_2015_02_23_120107.jpg,usmpj,2015,02,23,120107,1,or_img
usmpj_2015_02_27_120108.jpg,usmpj,2015,02,27,120108,1,or_img
usmpj_2015_02_28_120108.jpg,usmpj,2015,02,28,120108,1,or_img
usmpj_2015_11_28_120106.jpg,usmpj,2015,11,28,120106,1,or_img
usmpj_2015_12_12_113104.jpg,usmpj,2015,12,12,113104,1,or_img
usmpj_2015_12_13_120106.jpg,usmpj,2015,12,13,120106,1,or_img
usmpj_2015_12_26_120105.jpg,usmpj,2015,12,26,120105,1,or_img
usmpj_2015_12_27_120105.jpg,usmpj,2015,12,27,120105,1,or_img
usmpj_2015_12_28_120106.jpg,usmpj,2015,12,28,120106,1,or_img
usmpj_2016_01_01_120106.jpg,usmpj,2016,01,01,120106,1,or_img
usmpj_2016_01_05_120107.jpg,usmpj,2016,01,05,120107,1,or_img
usmpj_2016_01_08_120106.jpg,usmpj,2016,01,08,120106,1,or_img
usmpj_2016_02_23_120105.jpg,usmpj,2016,02,23,120105,1,or_img
usmpj_2014_08_07_120110.jpg,usmpj,2014,08,07,120110,0,or_img
usmpj_2014_08_08_120107.jpg,usmpj,2014,08,08,120107,0,or_img
usmpj_2014_08_09_120106.jpg,usmpj,2014,08,09,120106,0,or_img
usmpj_2014_08_10_120106.jpg,usmpj,2014,08,10,120106,0,or_img
usmpj_2014_08_11_120108.jpg,usmpj,2014,08,11,120108,0,or_img
usmpj_2014_08_12_120108.jpg,usmpj,2014,08,12,120108,0,or_img
usmpj_2014_08_13_120109.jpg,usmpj,2014,08,13,120109,0,or_img
usmpj_2014_08_14_120106.jpg,usmpj,2014,08,14,120106,0,or_img
usmpj_2014_08_15_120107.jpg,usmpj,2014,08,15,120107,0,or_img
usmpj_2014_08_16_120108.jpg,usmpj,2014,08,16,120108,0,or_img
usmpj_2014_08_17_120108.jpg,usmpj,2014,08,17,120108,0,or_img
usmpj_2014_08_18_120108.jpg,usmpj,2014,08,18,120108,0,or_img
usmpj_2014_08_19_120108.jpg,usmpj,2014,08,19,120108,0,or_img
usmpj_2014_08_20_120108.jpg,usmpj,2014,08,20,120108,0,or_img
usmpj_2014_08_21_120110.jpg,usmpj,2014,08,21,120110,0,or_img
usmpj_2014_08_22_120109.jpg,usmpj,2014,08,22,120109,0,or_img
usmpj_2014_08_23_120108.jpg,usmpj,2014,08,23,120108,0,or_img
usmpj_2014_08_24_120107.jpg,usmpj,2014,08,24,120107,0,or_img
usmpj_2014_08_25_120107.jpg,usmpj,2014,08,25,120107,0,or_img
usmpj_2014_08_26_120111.jpg,usmpj,2014,08,26,120111,0,or_img
usmpj_2014_08_27_120107.jpg,usmpj,2014,08,27,120107,0,or_img
usmpj_2014_08_28_120108.jpg,usmpj,2014,08,28,120108,0,or_img
usmpj_2014_08_29_120108.jpg,usmpj,2014,08,29,120108,0,or_img
usmpj_2015_07_29_120106.jpg,usmpj,2015,07,29,120106,0,or_img
usmpj_2014_08_07_120110.jpg,usmpj,2014,08,07,120110,0,eh_img
usmpj_2014_08_08_120107.jpg,usmpj,2014,08,08,120107,0,eh_img
usmpj_2014_08_09_120106.jpg,usmpj,2014,08,09,120106,0,eh_img
usmpj_2014_08_10_120106.jpg,usmpj,2014,08,10,120106,0,eh_img
usmpj_2014_08_11_120108.jpg,usmpj,2014,08,11,120108,0,eh_img
usmpj_2014_08_12_120108.jpg,usmpj,2014,08,12,120108,0,eh_img
usmpj_2014_08_13_120109.jpg,usmpj,2014,08,13,120109,0,eh_img
usmpj_2014_08_14_120106.jpg,usmpj,2014,08,14,120106,0,eh_img
usmpj_2014_08_15_120107.jpg,usmpj,2014,08,15,120107,0,eh_img
usmpj_2014_08_16_120108.jpg,usmpj,2014,08,16,120108,0,eh_img
usmpj_2014_08_17_120108.jpg,usmpj,2014,08,17,120108,0,eh_img
usmpj_2014_08_18_120108.jpg,usmpj,2014,08,18,120108,0,eh_img
usmpj_2014_08_19_120108.jpg,usmpj,2014,08,19,120108,0,eh_img
usmpj_2014_08_20_120108.jpg,usmpj,2014,08,20,120108,0,eh_img
usmpj_2014_08_21_120110.jpg,usmpj,2014,08,21,120110,0,eh_img
usmpj_2014_08_22_120109.jpg,usmpj,2014,08,22,120109,0,eh_img
usmpj_2014_08_23_120108.jpg,usmpj,2014,08,23,120108,0,eh_img
usmpj_2014_08_24_120107.jpg,usmpj,2014,08,24,120107,0,eh_img
usmpj_2014_08_25_120107.jpg,usmpj,2014,08,25,120107,0,eh_img
usmpj_2014_08_26_120111.jpg,usmpj,2014,08,26,120111,0,eh_img
usmpj_2014_08_27_120107.jpg,usmpj,2014,08,27,120107,0,eh_img
usmpj_2014_08_28_120108.jpg,usmpj,2014,08,28,120108,0,eh_img
usmpj_2014_08_29_120108.jpg,usmpj,2014,08,29,120108,0,eh_img
usmpj_2015_07_29_120106.jpg,usmpj,2015,07,29,120106,0,eh_img
