file,site,year,month,day,time,nu1_label,img_type
NEON.D18.TOOL.DP1.00033_2017_02_25_120006.jpg,NEON.D18.TOOL.DP1.00033,2017,02,25,120006,1,or_img
NEON.D18.TOOL.DP1.00033_2017_02_26_123005.jpg,NEON.D18.TOOL.DP1.00033,2017,02,26,123005,1,or_img
NEON.D18.TOOL.DP1.00033_2017_02_27_120006.jpg,NEON.D18.TOOL.DP1.00033,2017,02,27,120006,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_05_120006.jpg,NEON.D18.TOOL.DP1.00033,2017,03,05,120006,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_06_120005.jpg,NEON.D18.TOOL.DP1.00033,2017,03,06,120005,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_07_120005.jpg,NEON.D18.TOOL.DP1.00033,2017,03,07,120005,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_08_120005.jpg,NEON.D18.TOOL.DP1.00033,2017,03,08,120005,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_09_120006.jpg,NEON.D18.TOOL.DP1.00033,2017,03,09,120006,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_10_120006.jpg,NEON.D18.TOOL.DP1.00033,2017,03,10,120006,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_11_120006.jpg,NEON.D18.TOOL.DP1.00033,2017,03,11,120006,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_12_120006.jpg,NEON.D18.TOOL.DP1.00033,2017,03,12,120006,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_13_120006.jpg,NEON.D18.TOOL.DP1.00033,2017,03,13,120006,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_14_120006.jpg,NEON.D18.TOOL.DP1.00033,2017,03,14,120006,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_15_120005.jpg,NEON.D18.TOOL.DP1.00033,2017,03,15,120005,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_16_120006.jpg,NEON.D18.TOOL.DP1.00033,2017,03,16,120006,1,or_img
NEON.D18.TOOL.DP1.00033_2017_03_17_120006.jpg,NEON.D18.TOOL.DP1.00033,2017,03,17,120006,1,or_img
