site,year,month,day,time,snow_ratio_singlesvm,img_type,file,GBCC,GBCC_r,GCC,fog,kmeans,snow_es
lacclair,2014,11,18,120005,60.78838476556808,or_img,lacclair_2014_11_18_120005.jpg,-0.06218281737546186,0.9965723985196842,0.30792010574865625,0.0,53.47968936678614,53.47968936678614
lacclair,2014,11,20,120007,66.84697088906373,or_img,lacclair_2014_11_20_120007.jpg,-0.04193549752850304,0.9550568959990675,0.3097001626563819,0.0,46.12637322609785,46.12637322609785
lacclair,2014,12,3,120007,46.73230468863828,or_img,lacclair_2014_12_03_120007.jpg,-0.05101998061284978,0.9624876154675526,0.30124391764919867,0.0,32.10635399364746,32.10635399364746
lacclair,2014,12,6,120006,56.93442754320016,or_img,lacclair_2014_12_06_120006.jpg,-0.056583799450334614,0.9665981874872512,0.304162211408803,0.0,42.16569047410904,42.16569047410904
lacclair,2014,12,11,120006,39.22181426115336,or_img,lacclair_2014_12_11_120006.jpg,-0.042687581197721605,0.9082415420928402,0.30042837496088903,0.0,32.2087085118163,32.2087085118163
lacclair,2015,1,11,110005,93.79225311070314,or_img,lacclair_2015_01_11_110005.jpg,-0.044327144944776055,0.9999854299618265,0.30920618471762884,0.0,58.70687268700644,58.70687268700644
lacclair,2015,1,19,120006,88.01687210420491,or_img,lacclair_2015_01_19_120006.jpg,-0.04608610941508215,1.0,0.31643838170742977,0.0,61.22748929102194,88.01687210420491
lacclair,2015,1,22,120008,46.313051840195826,or_img,lacclair_2015_01_22_120008.jpg,-0.03993285875753879,0.8594901943643092,0.31086727422217625,0.0,43.287583413468546,43.287583413468546
lacclair,2015,1,23,120006,83.15448611475362,or_img,lacclair_2015_01_23_120006.jpg,-0.05267562765007356,0.9964722295072413,0.3104581412726248,0.0,73.62640965119328,83.15448611475362
lacclair,2015,1,30,120008,40.42019990092374,or_img,lacclair_2015_01_30_120008.jpg,-0.04638371360370361,0.9388240522190168,0.29936721420580104,0.0,30.995752833872427,30.995752833872427
lacclair,2015,2,4,120007,46.51903575487368,or_img,lacclair_2015_02_04_120007.jpg,-0.05848013326534831,0.9699675088148731,0.29803532748872047,0.0,39.15661334032695,39.15661334032695
lacclair,2015,2,12,120007,44.88336684442113,or_img,lacclair_2015_02_12_120007.jpg,-0.06165898170768921,0.9655637147769327,0.29769077730568444,0.0,36.81320482559664,36.81320482559664
lacclair,2015,2,22,120007,35.23417693854358,or_img,lacclair_2015_02_22_120007.jpg,-0.039688814039653644,0.9015138269662266,0.29954783955559594,0.0,34.601108779905005,34.601108779905005
lacclair,2015,3,17,120006,46.55637147769327,or_img,lacclair_2015_03_17_120006.jpg,-0.07304778161156451,0.9981532476615089,0.30049575369233295,0.0,39.75325640353178,39.75325640353178
